,id_flights,Month,DayofMonth,DayOfWeek,DepTime,ArrTime,UniqueCarrier,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,weekend
8752,423105,3,2,7,1941.0,2103.0,19,202.0,206.0,170.0,48.0,52.0,18,80,1199,1
8753,1522395,10,9,4,2125.0,2244.0,17,79.0,80.0,67.0,69.0,70.0,200,76,437,0
8754,757246,5,14,3,1827.0,2048.0,18,81.0,88.0,67.0,45.0,52.0,200,149,513,0
8755,813168,5,3,6,1150.0,1304.0,8,74.0,73.0,56.0,36.0,35.0,80,2,349,1
8756,893650,6,13,5,1857.0,2113.0,17,136.0,160.0,120.0,33.0,57.0,177,219,861,0
8757,1453653,9,11,4,1721.0,1844.0,14,83.0,98.0,71.0,1.0,16.0,2,266,493,0
8758,1476698,9,9,2,1504.0,1827.0,7,143.0,139.0,128.0,28.0,24.0,207,18,821,0
8759,719860,4,28,1,1845.0,2101.0,5,136.0,126.0,84.0,135.0,125.0,64,96,462,0
8760,972734,6,10,2,1317.0,1431.0,16,74.0,88.0,55.0,178.0,192.0,220,157,370,0
8761,1332674,8,5,2,11.0,241.0,16,150.0,156.0,114.0,6.0,12.0,155,257,866,0
8762,1062480,6,6,5,1959.0,2115.0,5,196.0,204.0,173.0,-1.0,7.0,136,248,1303,0
8763,466393,3,24,1,707.0,845.0,16,98.0,91.0,68.0,29.0,22.0,47,220,369,0
8764,1348262,8,11,1,2024.0,2153.0,7,89.0,111.0,72.0,97.0,119.0,51,18,528,0
8765,512910,3,17,1,1932.0,2359.0,12,207.0,187.0,162.0,57.0,37.0,199,284,1307,0
8766,677083,4,7,1,1746.0,1932.0,11,106.0,110.0,95.0,32.0,36.0,64,162,478,0
8767,299359,2,22,5,1144.0,1353.0,9,129.0,140.0,110.0,11.0,22.0,285,224,873,0
8768,1026528,6,22,7,2146.0,2306.0,12,80.0,91.0,66.0,1.0,12.0,87,13,488,1
8769,1892834,12,31,3,1949.0,2113.0,1,84.0,85.0,56.0,188.0,189.0,259,157,337,0
8770,1480432,9,2,2,1230.0,1425.0,9,115.0,125.0,96.0,30.0,40.0,135,177,758,0
8771,1458532,9,6,6,923.0,1849.0,15,386.0,315.0,357.0,124.0,53.0,157,150,2475,1
8772,817096,5,12,1,2109.0,2340.0,9,151.0,174.0,125.0,234.0,257.0,162,177,950,0
8773,1112250,7,12,6,1953.0,2120.0,18,147.0,183.0,128.0,-18.0,18.0,96,274,872,1
8774,290154,2,19,2,1734.0,1914.0,7,100.0,118.0,87.0,6.0,24.0,253,18,566,0
8775,1565416,10,9,4,1450.0,2220.0,16,270.0,278.0,245.0,2.0,10.0,155,219,2176,0
8776,537555,3,10,1,1332.0,1716.0,1,164.0,140.0,123.0,31.0,7.0,157,80,862,0
8777,1924746,12,2,2,658.0,914.0,6,136.0,110.0,84.0,84.0,58.0,79,18,547,0
8778,1899103,12,1,1,830.0,1237.0,1,247.0,155.0,144.0,102.0,10.0,20,210,978,0
8779,1033138,6,7,6,2143.0,121.0,1,398.0,373.0,328.0,98.0,73.0,150,157,2475,1
8780,540979,3,27,4,2056.0,2312.0,1,136.0,155.0,124.0,-3.0,16.0,177,162,950,0
8781,529453,3,25,2,757.0,1303.0,1,186.0,205.0,161.0,98.0,117.0,259,81,1464,0
8782,1049049,6,6,5,1939.0,2130.0,1,231.0,230.0,210.0,35.0,34.0,275,157,1593,0
8783,1747135,12,20,6,1524.0,1705.0,17,161.0,180.0,152.0,0.0,19.0,177,249,1040,1
8784,1655391,11,2,7,1604.0,1657.0,14,53.0,62.0,46.0,65.0,74.0,58,258,153,1
8785,1522869,10,10,5,1824.0,2053.0,17,89.0,85.0,74.0,33.0,29.0,35,237,443,0
8786,416833,3,30,7,1701.0,2130.0,18,149.0,145.0,117.0,80.0,76.0,289,136,936,1
8787,244041,2,11,1,1237.0,1604.0,14,147.0,130.0,95.0,74.0,57.0,187,96,725,0
8788,354442,2,4,1,1228.0,1505.0,4,157.0,176.0,134.0,14.0,33.0,248,96,1068,0
8789,1589829,10,8,3,1431.0,1543.0,11,72.0,80.0,58.0,13.0,21.0,94,210,273,0
8790,1841146,12,10,3,1113.0,1240.0,7,87.0,56.0,42.0,105.0,74.0,11,18,143,0
8791,1236106,7,13,7,1325.0,2118.0,3,293.0,311.0,263.0,19.0,37.0,157,79,2311,1
8792,256155,2,14,4,1113.0,1421.0,15,308.0,266.0,263.0,90.0,48.0,210,270,1726,0
8793,1558719,10,17,5,1531.0,1658.0,15,147.0,162.0,130.0,190.0,205.0,80,263,948,0
8794,1278,1,3,4,2059.0,2223.0,17,84.0,95.0,70.0,78.0,89.0,249,268,480,0
8795,1739350,12,17,3,1929.0,2226.0,17,297.0,270.0,285.0,76.0,49.0,48,2,1670,0
8796,269361,2,12,2,2158.0,2355.0,16,117.0,101.0,78.0,134.0,118.0,37,79,399,0
8797,356672,2,18,1,1524.0,1806.0,4,162.0,175.0,130.0,91.0,104.0,104,150,1069,0
8798,1079061,7,2,3,1746.0,2040.0,17,174.0,160.0,148.0,20.0,6.0,250,179,1036,0
8799,1603254,10,24,5,2243.0,2335.0,1,52.0,55.0,37.0,5.0,8.0,81,286,237,0
8800,2071,1,4,5,1843.0,2029.0,17,226.0,225.0,212.0,19.0,18.0,130,157,1390,0
8801,1530492,10,19,7,1858.0,2037.0,17,99.0,110.0,86.0,32.0,43.0,269,257,605,1
8802,1926029,12,7,7,1238.0,1425.0,6,107.0,114.0,90.0,1.0,8.0,48,18,576,1
8803,1219376,7,22,2,2202.0,2343.0,1,101.0,105.0,84.0,28.0,32.0,81,35,631,0
8804,1403281,8,10,7,2149.0,27.0,4,158.0,173.0,135.0,159.0,174.0,215,162,1035,1
8805,674775,4,4,5,1556.0,1855.0,11,119.0,125.0,95.0,5.0,11.0,210,24,783,0
8806,350463,2,21,4,609.0,639.0,2,30.0,37.0,20.0,2.0,9.0,129,205,100,0
8807,1551440,10,27,1,1124.0,1205.0,14,101.0,104.0,80.0,12.0,15.0,267,231,541,0
8808,5962,1,6,7,1505.0,2054.0,17,229.0,240.0,211.0,29.0,40.0,204,179,1844,1
8809,1650604,11,16,7,1145.0,1349.0,13,124.0,107.0,81.0,32.0,15.0,87,150,508,1
8810,1546825,10,18,6,1216.0,1341.0,19,145.0,148.0,123.0,41.0,44.0,149,210,865,1
8811,702839,4,11,5,1321.0,2011.0,1,290.0,245.0,215.0,66.0,21.0,157,210,1745,0
8812,499418,3,7,5,1440.0,1614.0,11,154.0,170.0,139.0,29.0,45.0,121,81,862,0
8813,1166132,7,31,4,1715.0,1908.0,16,113.0,126.0,81.0,-3.0,10.0,162,63,544,0
8814,1705886,11,7,5,1021.0,1348.0,1,267.0,255.0,211.0,78.0,66.0,162,81,1389,0
8815,1554315,10,3,5,2221.0,2311.0,14,50.0,61.0,35.0,55.0,66.0,210,59,196,0
8816,454277,3,17,1,1839.0,2210.0,15,151.0,135.0,98.0,55.0,39.0,210,162,733,0
8817,1412972,8,15,5,721.0,1039.0,5,138.0,155.0,124.0,-11.0,6.0,136,104,965,0
8818,1836674,12,25,4,952.0,1048.0,7,56.0,61.0,28.0,6.0,11.0,18,121,153,0
8819,851982,5,27,2,1909.0,2025.0,1,136.0,140.0,110.0,140.0,144.0,140,81,762,0
8820,353345,2,24,7,2053.0,2236.0,3,103.0,105.0,89.0,141.0,143.0,259,216,550,1
8821,271908,2,18,1,1917.0,2121.0,16,124.0,127.0,112.0,9.0,12.0,281,63,603,0
8822,1040884,6,21,6,1210.0,1342.0,1,212.0,210.0,185.0,27.0,25.0,81,268,1431,1
8823,499011,3,24,1,2127.0,2213.0,11,46.0,50.0,32.0,3.0,7.0,81,261,190,0
8824,1298345,8,2,6,1820.0,1900.0,19,160.0,160.0,134.0,20.0,20.0,136,220,1009,1
8825,1865585,12,17,3,1258.0,1341.0,11,103.0,60.0,43.0,371.0,328.0,195,187,236,0
8826,52819,1,3,4,2044.0,2219.0,14,95.0,108.0,72.0,1.0,14.0,210,167,466,0
8827,1486685,9,21,7,2005.0,2137.0,11,32.0,40.0,24.0,2.0,10.0,117,195,134,1
8828,1334482,8,11,1,1208.0,1329.0,16,81.0,83.0,67.0,5.0,7.0,24,79,313,0
8829,1385099,8,16,6,1520.0,1802.0,1,222.0,235.0,194.0,-3.0,10.0,162,81,1389,1
8830,1656029,11,12,3,1117.0,1331.0,14,134.0,103.0,73.0,74.0,43.0,299,210,522,0
8831,1579413,10,24,5,1918.0,2039.0,7,81.0,79.0,50.0,44.0,42.0,18,243,357,0
8832,165887,1,15,2,1630.0,1959.0,3,209.0,167.0,193.0,104.0,62.0,231,257,987,0
8833,1143853,7,3,4,1145.0,1352.0,15,247.0,251.0,225.0,7.0,11.0,210,157,1745,0
8834,1344161,8,26,2,1640.0,1949.0,6,189.0,165.0,133.0,124.0,100.0,18,37,946,0
8835,1323952,8,11,1,1442.0,1808.0,15,146.0,144.0,129.0,49.0,47.0,210,37,867,0
8836,750688,5,26,1,1941.0,2216.0,17,95.0,115.0,79.0,-9.0,11.0,155,80,629,0
8837,786390,5,2,5,1514.0,1635.0,15,141.0,126.0,93.0,85.0,70.0,48,210,622,0
8838,716739,4,30,3,2102.0,2239.0,5,217.0,204.0,173.0,30.0,17.0,136,155,1222,0
8839,940731,6,3,2,1420.0,1532.0,14,72.0,55.0,33.0,87.0,70.0,210,117,174,0
8840,1326643,8,17,7,1607.0,1720.0,15,73.0,75.0,50.0,40.0,42.0,157,258,337,1
8841,111536,1,3,4,1220.0,1407.0,9,107.0,127.0,91.0,-2.0,18.0,219,18,665,0
8842,1442911,9,22,1,1911.0,2249.0,18,158.0,187.0,141.0,-8.0,21.0,207,96,1133,0
8843,549431,3,7,5,1112.0,1455.0,4,223.0,210.0,193.0,35.0,22.0,37,247,1249,0
8844,103126,1,20,7,1129.0,1400.0,7,91.0,99.0,67.0,1.0,9.0,161,18,503,1
8845,1329043,8,1,5,2335.0,59.0,15,144.0,136.0,121.0,144.0,136.0,80,248,853,0
8846,847177,5,18,7,1843.0,2137.0,1,234.0,235.0,206.0,22.0,23.0,162,81,1389,1
8847,1663772,11,20,4,1443.0,1741.0,15,118.0,132.0,105.0,14.0,28.0,209,80,819,0
8848,661071,4,6,7,1954.0,2257.0,9,183.0,157.0,159.0,81.0,55.0,245,177,1033,1
8849,1752881,12,23,2,2208.0,110.0,17,122.0,135.0,107.0,135.0,148.0,157,80,862,0
8850,751092,5,26,1,1444.0,1530.0,17,106.0,115.0,91.0,35.0,44.0,267,157,590,0
8851,1881140,12,21,7,1053.0,1319.0,0,86.0,87.0,56.0,61.0,62.0,94,87,364,1
8852,9436,1,10,4,631.0,929.0,17,118.0,140.0,106.0,-16.0,6.0,80,179,895,0
8853,74731,1,2,3,1210.0,1819.0,15,249.0,244.0,211.0,20.0,15.0,157,210,1745,0
8854,746542,5,22,4,2201.0,2321.0,17,80.0,85.0,67.0,11.0,16.0,185,48,377,0
8855,823072,5,8,4,1714.0,1915.0,11,181.0,170.0,157.0,25.0,14.0,57,81,987,0
8856,98560,1,25,5,1720.0,1958.0,6,158.0,154.0,120.0,74.0,70.0,18,37,946,0
8857,917970,6,15,7,1648.0,1809.0,18,81.0,64.0,50.0,70.0,53.0,161,136,201,1
8858,778825,5,17,6,1653.0,1737.0,14,44.0,57.0,27.0,88.0,101.0,34,210,116,1
8859,503748,3,29,6,1928.0,1938.0,11,70.0,90.0,56.0,-12.0,8.0,73,210,264,1
8860,162254,1,8,2,1118.0,1331.0,1,133.0,135.0,107.0,121.0,123.0,81,210,802,0
8861,419614,3,30,7,1314.0,1451.0,18,97.0,53.0,37.0,50.0,6.0,136,161,201,1
8862,519062,3,5,3,1040.0,1304.0,12,204.0,132.0,103.0,292.0,220.0,61,199,622,0
8863,1313272,8,11,1,2136.0,2303.0,14,87.0,99.0,67.0,34.0,46.0,210,167,466,0
8864,1544561,10,2,4,1837.0,2127.0,19,110.0,117.0,93.0,0.0,7.0,210,50,666,0
8865,920858,6,29,7,1340.0,1451.0,18,71.0,68.0,57.0,13.0,10.0,140,61,261,1
8866,273367,2,22,5,1645.0,2252.0,16,247.0,263.0,225.0,23.0,39.0,220,219,2075,0
8867,948243,6,20,5,1318.0,1523.0,14,65.0,64.0,31.0,7.0,6.0,210,140,177,0
8868,694186,4,12,6,2123.0,24.0,1,121.0,125.0,96.0,49.0,53.0,81,140,762,1
8869,229696,2,8,5,1354.0,1451.0,19,57.0,58.0,34.0,78.0,79.0,135,243,177,0
8870,1899611,12,26,5,622.0,904.0,1,162.0,180.0,143.0,4.0,22.0,96,186,1086,0
8871,222276,2,14,4,2013.0,2251.0,18,98.0,107.0,84.0,4.0,13.0,136,282,658,0
8872,1842481,12,21,7,1901.0,2122.0,7,81.0,82.0,48.0,23.0,24.0,181,18,332,1
8873,69245,1,6,7,1610.0,1818.0,15,128.0,138.0,106.0,45.0,55.0,216,157,834,1
8874,878204,5,14,3,1407.0,1607.0,6,120.0,118.0,88.0,9.0,7.0,104,18,581,0
8875,1335892,8,15,5,1202.0,1354.0,16,112.0,121.0,86.0,3.0,12.0,63,247,600,0
8876,1082302,7,7,1,1753.0,2018.0,17,85.0,95.0,67.0,3.0,13.0,155,2,487,0
8877,1910850,12,21,7,1139.0,1428.0,4,169.0,171.0,146.0,57.0,59.0,285,37,1185,1
8878,796640,5,7,3,2023.0,2249.0,16,326.0,292.0,306.0,57.0,23.0,63,155,1916,0
8879,1160095,7,11,5,1609.0,1838.0,16,329.0,344.0,303.0,-1.0,14.0,219,157,2401,0
8880,1460453,9,11,4,1226.0,1434.0,15,308.0,306.0,288.0,289.0,287.0,18,258,2139,0
8881,310749,2,7,4,1514.0,1609.0,11,115.0,115.0,77.0,89.0,89.0,46,210,473,0
8882,243507,2,9,6,1214.0,1437.0,14,143.0,155.0,122.0,21.0,33.0,258,157,954,1
8883,1190137,7,24,4,2344.0,102.0,9,78.0,77.0,56.0,30.0,29.0,18,284,406,0
8884,542671,3,24,1,1345.0,1454.0,1,189.0,200.0,176.0,-1.0,10.0,81,47,1231,0
8885,545660,3,6,4,2145.0,2344.0,3,119.0,121.0,96.0,25.0,27.0,259,257,679,0
8886,1362940,8,20,3,1343.0,1441.0,11,58.0,71.0,45.0,-4.0,9.0,292,81,181,0
8887,1052733,6,5,4,1759.0,2101.0,1,242.0,225.0,192.0,31.0,14.0,24,81,1471,0
8888,290989,2,18,1,1617.0,1700.0,7,103.0,108.0,85.0,13.0,18.0,18,34,533,0
8889,333944,2,6,3,1916.0,2100.0,1,104.0,125.0,84.0,10.0,31.0,186,18,595,0
8890,1348297,8,6,3,1346.0,1523.0,7,97.0,105.0,73.0,3.0,11.0,224,18,526,0
8891,1677500,11,30,7,846.0,1132.0,6,166.0,114.0,140.0,83.0,31.0,215,18,545,1
8892,569898,3,14,5,1243.0,1523.0,6,160.0,140.0,107.0,43.0,23.0,18,24,859,0
8893,1590941,10,20,1,1652.0,1936.0,11,104.0,115.0,78.0,11.0,22.0,210,63,599,0
8894,228376,2,2,6,1037.0,1211.0,19,94.0,96.0,70.0,128.0,130.0,135,87,383,1
8895,1735649,12,14,7,2022.0,2301.0,17,99.0,105.0,82.0,26.0,32.0,179,48,611,1
8896,891829,6,12,4,1403.0,1450.0,17,47.0,50.0,33.0,20.0,23.0,149,284,180,0
8897,1895280,12,1,1,1409.0,1518.0,1,129.0,120.0,105.0,18.0,9.0,81,80,641,0
8898,1141321,7,27,7,2212.0,2400.0,14,108.0,79.0,80.0,151.0,122.0,209,258,363,1
8899,1607906,10,4,6,847.0,1134.0,3,167.0,163.0,142.0,21.0,17.0,157,257,954,1
8900,118766,1,26,6,1803.0,1916.0,11,73.0,75.0,48.0,16.0,18.0,299,81,281,1
8901,698736,4,7,1,1132.0,1513.0,1,161.0,164.0,145.0,14.0,17.0,81,79,1192,0
8902,1305885,8,11,1,1637.0,1820.0,13,103.0,100.0,75.0,205.0,202.0,37,48,370,0
8903,753720,5,29,4,849.0,1117.0,17,148.0,150.0,131.0,7.0,9.0,179,130,937,0
8904,1295659,8,1,5,2035.0,2210.0,18,95.0,102.0,81.0,8.0,15.0,136,29,562,0
8905,509603,3,14,5,1146.0,1338.0,11,112.0,69.0,63.0,49.0,6.0,37,162,185,0
8906,21920,1,24,4,1522.0,2036.0,17,194.0,210.0,174.0,51.0,67.0,155,179,1521,0
8907,653618,4,3,4,616.0,933.0,7,197.0,184.0,178.0,29.0,16.0,28,18,1134,0
8908,164041,1,2,3,2021.0,2224.0,3,123.0,110.0,90.0,19.0,6.0,151,16,571,0
8909,311869,2,7,4,913.0,1219.0,11,126.0,110.0,99.0,34.0,18.0,210,63,599,0
8910,1044790,6,1,7,1252.0,1548.0,1,176.0,180.0,140.0,8.0,12.0,186,150,1090,1
8911,1738887,12,16,2,1828.0,1949.0,17,81.0,85.0,68.0,139.0,143.0,257,48,495,0
8912,1031079,6,7,6,1315.0,1332.0,0,77.0,95.0,59.0,32.0,50.0,140,181,381,1
8913,1430888,9,16,2,1152.0,1314.0,17,82.0,80.0,66.0,9.0,7.0,175,179,405,0
8914,1484521,9,3,3,2027.0,2130.0,11,63.0,70.0,47.0,25.0,32.0,81,15,313,0
8915,139667,1,23,3,2142.0,2342.0,0,120.0,87.0,52.0,43.0,10.0,87,27,378,0
8916,178659,1,18,5,1251.0,1600.0,5,189.0,189.0,141.0,61.0,61.0,104,96,1065,0
8917,867676,5,19,1,1603.0,1829.0,5,206.0,205.0,177.0,14.0,13.0,79,136,1208,0
8918,1368586,8,6,3,2117.0,2314.0,11,57.0,60.0,39.0,9.0,12.0,210,106,223,0
8919,1833309,12,24,3,924.0,1202.0,6,158.0,156.0,136.0,16.0,14.0,73,104,932,0
8920,686952,4,5,6,1335.0,1427.0,0,112.0,114.0,94.0,63.0,65.0,149,181,576,1
8921,815937,5,3,6,1822.0,2033.0,9,131.0,134.0,114.0,9.0,12.0,285,48,842,1
8922,1030481,6,5,4,1859.0,2109.0,0,130.0,61.0,63.0,188.0,119.0,240,199,190,0
8923,1599496,10,19,7,1725.0,2018.0,1,113.0,145.0,91.0,-17.0,15.0,210,150,740,1
8924,722883,4,6,7,954.0,1155.0,6,301.0,268.0,244.0,47.0,14.0,18,155,1747,1
8925,16465,1,18,5,1916.0,1906.0,17,50.0,60.0,39.0,6.0,16.0,220,155,256,0
8926,1314675,8,17,7,1515.0,1628.0,14,73.0,81.0,55.0,140.0,148.0,30,266,387,1
8927,127699,1,25,5,1258.0,1410.0,11,72.0,75.0,47.0,10.0,13.0,86,210,299,0
8928,769919,5,29,4,1758.0,1944.0,19,106.0,120.0,82.0,64.0,78.0,135,18,533,0
8929,290670,2,3,7,1430.0,1510.0,7,100.0,113.0,75.0,97.0,110.0,18,34,533,1
8930,1631871,11,19,3,1554.0,2154.0,17,240.0,250.0,226.0,34.0,44.0,220,48,1999,0
8931,117647,1,29,2,1812.0,1915.0,11,63.0,55.0,39.0,50.0,42.0,20,76,189,0
8932,276098,2,1,5,1318.0,1331.0,17,73.0,75.0,57.0,6.0,8.0,61,179,307,0
8933,1148806,7,1,2,1925.0,2048.0,15,143.0,169.0,125.0,-6.0,20.0,37,210,867,0
8934,1579810,10,9,4,1507.0,1820.0,8,133.0,150.0,113.0,0.0,17.0,259,80,967,0
8935,572200,4,3,4,1328.0,1459.0,17,91.0,90.0,76.0,39.0,38.0,249,258,447,0
8936,444899,3,30,7,1946.0,2035.0,14,49.0,48.0,31.0,28.0,27.0,249,157,109,1
8937,1261915,8,3,7,1716.0,1815.0,17,59.0,60.0,47.0,5.0,6.0,165,76,296,1
8938,1595424,10,14,2,1355.0,1637.0,12,102.0,119.0,81.0,11.0,28.0,175,87,629,0
8939,250371,2,24,7,1630.0,1913.0,14,103.0,108.0,87.0,11.0,16.0,47,266,574,1
8940,511978,3,21,5,1346.0,1629.0,12,103.0,115.0,80.0,4.0,16.0,181,87,610,0
8941,429308,3,10,1,1514.0,1802.0,13,168.0,142.0,121.0,135.0,109.0,18,185,952,0
8942,1860941,12,13,6,1935.0,2034.0,11,59.0,75.0,46.0,19.0,35.0,130,81,247,1
8943,1256010,7,7,1,645.0,747.0,6,62.0,58.0,40.0,49.0,45.0,251,18,215,0
8944,1832901,12,23,2,1107.0,1425.0,6,198.0,195.0,150.0,20.0,17.0,162,215,1035,0
8945,167471,1,30,3,1321.0,1534.0,3,133.0,151.0,117.0,-3.0,15.0,258,209,956,0
8946,1081249,7,6,7,1400.0,1515.0,17,75.0,80.0,65.0,20.0,25.0,157,288,451,1
8947,1431009,9,16,2,1823.0,47.0,17,204.0,195.0,190.0,32.0,23.0,220,140,1489,0
8948,740985,5,18,7,2022.0,2221.0,17,59.0,60.0,44.0,16.0,17.0,2,15,277,1
8949,329728,2,5,2,943.0,1224.0,0,101.0,90.0,72.0,34.0,23.0,181,282,458,0
8950,1555797,10,2,4,1809.0,1854.0,14,45.0,51.0,24.0,3.0,9.0,210,187,67,0
8951,1080588,7,5,6,1643.0,1839.0,17,56.0,65.0,44.0,-1.0,8.0,179,256,271,1
8952,1225303,7,27,7,1634.0,2128.0,1,174.0,185.0,144.0,53.0,64.0,249,81,1171,1
8953,818966,5,23,5,2118.0,2352.0,9,154.0,132.0,104.0,143.0,121.0,18,162,761,0
8954,543521,3,3,1,1120.0,1308.0,1,108.0,100.0,76.0,38.0,30.0,200,81,448,0
8955,1231618,7,19,6,1109.0,1215.0,1,186.0,190.0,158.0,25.0,29.0,81,157,1235,1
8956,1228323,7,22,2,1710.0,2147.0,1,157.0,135.0,116.0,102.0,80.0,289,81,813,0
8957,146544,1,29,2,1618.0,1919.0,1,121.0,135.0,103.0,34.0,48.0,210,162,733,0
8958,659341,4,1,2,811.0,942.0,9,91.0,97.0,75.0,5.0,11.0,18,51,528,0
8959,804965,5,2,5,913.0,1020.0,17,67.0,75.0,58.0,0.0,8.0,233,48,328,0
8960,410529,3,31,1,817.0,1119.0,17,182.0,185.0,167.0,54.0,57.0,233,284,1137,0
8961,1252437,7,10,4,2359.0,42.0,5,43.0,50.0,28.0,67.0,74.0,136,20,140,0
8962,1342355,8,19,2,726.0,922.0,6,116.0,89.0,64.0,33.0,6.0,160,18,303,0
8963,846195,5,31,6,2031.0,2210.0,1,99.0,105.0,83.0,70.0,76.0,275,81,551,1
8964,1648278,11,28,5,1517.0,1608.0,19,51.0,59.0,34.0,6.0,14.0,80,17,125,0
8965,1303435,8,29,5,1802.0,1905.0,19,63.0,66.0,33.0,67.0,70.0,135,224,183,0
8966,1160316,7,12,6,1627.0,2258.0,16,271.0,225.0,178.0,56.0,10.0,155,210,1515,1
8967,531876,3,7,5,2220.0,120.0,1,240.0,230.0,201.0,100.0,90.0,162,81,1389,0
8968,1064725,6,26,4,1822.0,2128.0,5,126.0,137.0,109.0,251.0,262.0,136,284,787,0
8969,1754640,12,24,3,1312.0,1440.0,17,88.0,70.0,57.0,145.0,127.0,111,216,279,0
8970,719306,4,4,5,1138.0,1434.0,5,296.0,262.0,242.0,57.0,23.0,136,258,1635,0
8971,1560362,10,29,3,2026.0,2154.0,15,208.0,237.0,195.0,-13.0,16.0,210,111,1498,0
8972,365773,2,4,1,1836.0,2310.0,5,214.0,240.0,190.0,-20.0,6.0,96,265,1608,0
8973,342726,2,28,4,2243.0,19.0,1,216.0,200.0,169.0,39.0,23.0,81,157,1235,0
8974,1406828,8,28,4,1946.0,2229.0,4,163.0,165.0,134.0,4.0,6.0,177,131,972,0
8975,1123619,7,26,6,1430.0,1546.0,19,76.0,70.0,42.0,59.0,53.0,220,301,160,1
8976,308899,2,19,2,1715.0,1847.0,11,92.0,94.0,70.0,48.0,50.0,207,210,416,0
8977,505854,3,31,1,1437.0,1639.0,11,122.0,140.0,114.0,164.0,182.0,210,44,810,0
8978,1054150,6,11,3,2007.0,2248.0,3,221.0,210.0,203.0,18.0,7.0,258,16,1449,0
8979,1089064,7,13,7,44.0,153.0,17,69.0,70.0,52.0,273.0,274.0,48,61,314,1
8980,603525,4,10,4,2107.0,2216.0,18,129.0,123.0,101.0,23.0,17.0,61,29,604,0
8981,1486364,9,5,5,1606.0,1806.0,11,120.0,105.0,82.0,21.0,6.0,81,133,603,0
8982,259769,2,9,6,1522.0,1736.0,15,254.0,262.0,235.0,-1.0,7.0,210,248,1723,1
8983,1191031,7,27,7,2227.0,42.0,9,315.0,314.0,297.0,48.0,47.0,18,257,2182,1
8984,1790879,12,30,2,1832.0,2023.0,14,171.0,165.0,145.0,23.0,17.0,81,266,988,0
8985,39634,1,21,1,1842.0,1944.0,18,62.0,64.0,38.0,5.0,7.0,136,191,262,0
8986,161972,1,1,2,1800.0,2107.0,1,127.0,130.0,105.0,22.0,25.0,157,88,748,0
8987,1818326,12,17,3,1717.0,1823.0,16,66.0,82.0,44.0,1.0,17.0,37,162,185,0
8988,279575,2,18,1,904.0,1031.0,6,147.0,143.0,123.0,27.0,23.0,18,136,689,0
8989,1770467,12,19,5,1913.0,2028.0,18,75.0,83.0,53.0,15.0,23.0,136,116,376,0
8990,1339121,8,28,4,1904.0,2058.0,16,114.0,113.0,87.0,118.0,117.0,220,263,621,0
8991,1055846,6,25,3,1143.0,1405.0,3,142.0,150.0,122.0,5.0,13.0,157,257,954,0
8992,514667,3,25,2,657.0,948.0,12,111.0,104.0,67.0,14.0,7.0,199,87,528,0
8993,1470340,9,22,1,1812.0,2100.0,16,348.0,365.0,318.0,0.0,17.0,219,216,2406,0
8994,1494206,9,2,2,933.0,1122.0,12,109.0,114.0,76.0,14.0,19.0,219,87,453,0
8995,681067,4,24,4,1921.0,2232.0,12,131.0,118.0,84.0,19.0,6.0,199,256,603,0
8996,676398,4,23,3,1535.0,1643.0,11,68.0,75.0,41.0,18.0,25.0,162,37,185,0
8997,1490731,9,26,5,1110.0,1556.0,11,226.0,185.0,166.0,131.0,90.0,299,162,1147,0
8998,1363153,8,4,1,1713.0,1811.0,11,58.0,50.0,27.0,86.0,78.0,81,292,103,0
8999,734438,5,12,1,1719.0,2231.0,17,192.0,220.0,175.0,-14.0,14.0,155,179,1521,0
9000,673680,4,16,3,2013.0,2157.0,11,104.0,110.0,80.0,92.0,98.0,35,210,409,0
9001,158927,1,31,4,1937.0,2253.0,1,196.0,180.0,146.0,23.0,7.0,186,150,1090,0
9002,1299876,8,9,6,1905.0,2030.0,19,85.0,85.0,68.0,80.0,80.0,80,110,313,1
9003,208020,2,21,4,1746.0,1858.0,17,72.0,70.0,55.0,13.0,11.0,264,157,308,0
9004,375882,3,7,5,1910.0,2021.0,17,71.0,70.0,56.0,31.0,30.0,130,165,393,0
9005,1328528,8,20,3,1649.0,1854.0,15,125.0,118.0,104.0,33.0,26.0,259,257,679,0
9006,452584,3,10,1,2045.0,2212.0,15,147.0,163.0,109.0,88.0,104.0,96,210,719,0
9007,1242053,7,22,2,1753.0,2127.0,4,214.0,120.0,70.0,132.0,38.0,150,237,426,0
9008,1871428,12,30,2,631.0,804.0,11,93.0,104.0,76.0,5.0,16.0,87,162,501,0
9009,437051,3,10,1,910.0,1027.0,14,77.0,78.0,48.0,21.0,22.0,210,86,299,0
9010,850804,5,6,2,1549.0,1714.0,1,85.0,85.0,69.0,24.0,24.0,81,182,468,0
9011,303847,2,26,2,1234.0,1322.0,11,48.0,50.0,30.0,77.0,79.0,81,118,134,0
9012,370782,2,12,2,1729.0,2152.0,6,203.0,185.0,165.0,55.0,37.0,267,210,1249,0
9013,920016,6,14,6,648.0,759.0,18,71.0,84.0,51.0,-1.0,12.0,4,96,218,1
9014,295260,2,8,5,1140.0,1559.0,9,199.0,195.0,174.0,14.0,10.0,220,187,1460,0
9015,1726813,11,14,5,1436.0,1642.0,6,126.0,118.0,99.0,54.0,46.0,104,18,581,0
